1372,1545,1
1461,1557,1
1371,1566,1
1261,1566,1
1305,1464,1
1337,1520,1
1300,1563,1
1354,1532,1
1222,1476,1
1085,1581,1
1214,1524,1
642,1311,1
814,1681,1
550,1220,1
606,1239,1
721,1445,1
595,1415,1
661,1150,1
587,1531,1
835,1603,1
705,1122,1
599,1306,1
619,1195,1
648,1370,1
778,1514,1
692,1307,1
804,1517,1
660,1626,1
547,1191,1
846,1613,1
826,1593,1
834,1591,1
664,1140,1
763,1614,1
718,1291,1
594,1333,1
641,1577,1
840,1465,1
728,1577,1
539,1394,1
605,1561,1
613,1352,1
675,1499,1
510,1172,1
618,1510,1
638,1635,1
585,1332,1
837,1323,1
688,1421,1
805,1330,1
762,1484,1
640,1250,1
699,1506,1
674,1667,1
662,1755,1
736,1404,1
563,1419,1
756,1392,1
705,1534,1
802,1578,1
591,1166,1
708,1533,1
717,1499,1
573,1375,1
622,1482,1
516,995,1
763,1396,1
592,1615,1
580,1368,1
635,1241,1
626,1443,1
793,1485,1
607,1190,1
528,1355,1
758,1336,1
780,1405,1
855,1575,1
752,1273,1
700,1414,1
582,1288,1
693,1245,1
657,1477,1
645,1301,1
677,1477,1
722,1331,1
738,1549,1
566,1353,1
736,1417,1
614,1468,1
614,1156,1
821,1632,1
745,1749,1
624,1372,1
713,1523,1
677,1534,1
692,1413,1
731,1319,1
639,1509,1
725,1747,1
869,1828,1
749,1537,1
592,1273,1
680,1489,1
783,1336,1
673,1544,1
505,1046,1
655,1156,1
595,1413,1
809,1220,1
773,1373,1
796,1531,1
698,1436,1
714,1211,1
707,1768,1
765,1314,1
642,1364,1
646,1557,1
755,1534,1
803,1582,1
702,1501,1
727,1659,1
584,1316,1
679,1430,1
775,1578,1
814,1552,1
698,1570,1
741,1287,1
944,1965,1
816,1519,1
672,1470,1
663,1404,1
612,1322,1
725,1437,1
676,1358,1
738,1535,1
708,1560,1
748,1390,1
748,1408,1
825,1630,1
664,1238,1
790,1795,1
570,1309,1
561,1137,1
724,1502,1
647,1758,1
722,1379,1
634,1312,1
638,1569,1
593,1415,1
648,1306,1
726,1269,1
798,1687,1
680,1603,1
725,1576,1
738,1269,1
730,1618,1
849,1951,1
589,1529,1
540,1109,1
709,1400,1
651,1770,1
755,1473,1
831,1687,1
697,1547,1
626,1349,1
668,1259,1
788,1553,1
679,1503,1
825,1649,1
721,1570,1
769,1429,1
697,1578,1
756,1531,1
726,1103,1
749,1608,1
808,1527,1
737,1377,1
673,1524,1
646,1410,1
724,1755,1
694,1328,1
760,1559,1
581,1231,1
672,1421,1
707,1395,1
711,1561,1
798,1694,1
598,1250,1
752,1290,1
809,1669,1
560,1443,1
839,1612,1
584,1298,1
870,1418,1
614,1489,1
693,1743,1
716,1458,1
861,1655,1
686,1241,1
774,1312,1
741,1591,1
758,1624,1
793,1661,1
599,1489,1
688,1138,1
752,1442,1
668,1843,1
657,1078,1
815,1432,1
777,1447,1
604,1219,1
643,1317,1
732,1496,1
725,1399,1
569,1461,1
781,1376,1
843,1546,1
632,1271,1
741,1392,1
676,1472,1
747,1446,1
759,1473,1
733,1442,1
766,1387,1
839,1685,1
679,1524,1
816,1508,1
724,1634,1
769,1455,1
561,1564,1
523,1477,1
775,1491,1
817,1646,1
618,1352,1
727,1616,1
579,1319,1
734,1397,1
776,1711,1
663,1452,1
799,1767,1
684,1382,1
865,1826,1
709,1298,1
783,1508,1
692,1490,1
778,1167,1
800,1392,1
786,1261,1
658,1014,1
804,1588,1
619,1363,1
842,1657,1
613,1294,1
635,1377,1
714,1318,1
697,1351,1
818,1543,1
760,1548,1
686,1344,1
885,1580,1
774,1552,1
729,1599,1
710,1396,1
782,1574,1
536,1315,1
658,1201,1
643,1330,1
674,1233,1
756,1311,1
720,1678,1
583,1130,1
697,1341,1
599,939,1
791,1469,1
708,1546,1
719,1294,1
691,1582,1
587,1022,1
732,1745,1
473,1138,1
654,1417,1
730,1292,1
720,1343,1
642,1447,1
799,1566,1
736,1204,1
723,1426,1
812,1554,1
680,1441,1
789,1579,1
661,1361,1
549,1484,1
844,1428,1
717,1043,1
763,1450,1
760,1548,1
598,1569,1
654,1307,1
621,1492,1
692,1364,1
601,1417,1
623,1434,1
570,1249,1
835,1758,1
735,1537,1
706,1658,1
595,1506,1
719,1417,1
624,1352,1
819,1528,1
629,1573,1
578,1275,1
593,1136,1
791,1353,1
754,1491,1
783,1826,1
753,1397,1
569,1298,1
657,1486,1
721,1387,1
646,1113,1
818,1559,1
751,1450,1
730,1573,1
869,1678,1
576,1427,1
740,1602,1
707,1546,1
784,1558,1
688,1496,1
698,1159,1
781,1329,1
801,1410,1
788,1342,1
662,1271,1
796,1527,1
615,1317,1
748,1474,1
740,1172,1
587,1263,1
706,1406,1
652,1541,1
665,1553,1
798,1825,1
570,1294,1
953,1755,1
703,1623,1
748,1561,1
515,1321,1
666,1193,1
821,1388,1
763,1353,1
731,1417,1
596,1125,1
801,1738,1
694,1675,1
702,1339,1
717,1746,1
878,1596,1
767,1661,1
745,1564,1
791,1878,1
619,1296,1
712,1063,1
1137,1574,1
1151,1363,1
1002,1497,1
1149,1209,1
1270,1572,1
1154,1374,1
1099,1368,1
1139,1400,1
1181,1613,1
1289,1633,1
1197,1409,1
1203,1467,1
1223,1589,1
1347,1636,1
1192,1634,1
1276,1735,1
1072,1380,1
1126,1070,1
1224,1479,1
1286,1403,1
1133,1549,1
1229,1474,1
1115,1197,1
1182,1300,1
1104,1334,1
1286,1422,1
1187,1345,1
1078,1318,1
1257,1302,1
1188,1605,1
1276,1583,1
1203,1650,1
1217,1363,1
1214,1620,1
1187,1451,1
1234,1397,1
1310,1509,1
1205,1156,1
1171,1448,1
1312,1523,1
1198,1506,1
1199,1378,1
1094,1257,1
1345,1782,1
1230,1038,1
1260,1455,1
1168,1387,1
1064,1158,1
1157,1267,1
1031,1228,1
1169,1312,1
1211,1445,1
1178,1220,1
1187,1204,1
1227,1701,1
1116,1408,1
1268,1590,1
1251,1483,1
1148,1555,1
1096,1281,1
1061,1425,1
1043,1181,1
1074,1136,1
1193,1441,1
1183,1672,1
1251,1682,1
1277,1547,1
1301,1654,1
1272,1505,1
1196,1604,1
1165,1431,1
985,1336,1
1172,1491,1
1227,1575,1
1306,1514,1
1084,1313,1
1195,1499,1
1410,1581,1
1196,1204,1
1177,1435,1
1269,1359,1
1180,1453,1
1209,1331,1
1185,1370,1
1142,1587,1
1316,1682,1
1069,1075,1
1178,1449,1
1279,1573,1
1281,1704,1
1146,1462,1
1320,1586,1
1180,1303,1
1197,1215,1
1161,1333,1
1216,1395,1
1225,1365,1
1305,1397,1
1135,1225,1
1223,1246,1
1357,1787,1
1090,1237,1
1163,1554,1
1316,1502,1
1141,1583,1
1193,1341,1
1260,1537,1
1162,1624,1
1363,1718,1
1204,1649,1
1294,1295,1
1190,1313,1
1199,1489,1
1250,1679,1
1145,1598,1
1325,1625,1
1347,1881,1
1290,1520,1
1067,1592,1
1272,1541,1
1076,1288,1
1333,1644,1
1150,1169,1
1179,1440,1
1157,1192,1
1194,1398,1
1280,1291,1
1090,1005,1
1128,1243,1
1244,1522,1
1122,1200,1
1327,1731,1
1365,1670,1
1259,1401,1
1143,1446,1
1159,1661,1
1188,1616,1
1242,1175,1
1216,1503,1
1027,1322,1
1216,1565,1
1176,1505,1
1145,1428,1
1255,1350,1
1247,1389,1
1065,1238,1
1253,1365,1
1081,1109,1
1290,1360,1
1014,939,1
1250,1369,1
1238,1509,1
1224,1623,1
1207,1441,1
1183,1277,1
1211,1392,1
1287,1560,1
1323,1599,1
1328,1701,1
1182,1493,1
1155,1325,1
1146,1467,1
1346,1338,1
1212,1385,1
1119,1468,1
1258,1127,1
1055,1402,1
1092,1419,1
1221,1310,1
1044,1222,1
1193,1513,1
1187,1474,1
1158,1090,1
1234,1479,1
1143,1182,1
1312,1455,1
1106,1304,1
1140,1466,1
1123,1189,1
1160,1441,1
1238,1422,1
1231,1173,1
1302,1363,1
1179,1478,1
1195,1153,1
1292,1487,1
1205,1461,1
1243,1421,1
1035,1181,1
1272,1646,1
1331,1422,1
1184,1544,1
1180,1464,1
1296,1532,1
1253,1618,1
1147,1176,1
1281,1601,1
1305,1631,1
1209,1637,1
1254,1315,1
1310,1472,1
1207,1436,1
1152,1484,1
1079,1066,1
1310,1387,1
1062,1142,1
1120,1390,1
1226,1454,1
1295,1644,1
1309,1595,1
1157,1343,1
1144,1159,1
1310,1455,1
1310,1577,1
1134,1380,1
1143,1210,1
1290,1403,1
1208,1431,1
998,1198,1
1153,1598,1
1271,1551,1
1219,1543,1
1034,1161,1
1265,1374,1
1055,1512,1
1275,1303,1
1227,1368,1
1186,1233,1
1281,1676,1
1269,1481,1
1151,1354,1
1195,1274,1
1093,1441,1
1089,1381,1
1334,1530,1
1241,1373,1
1145,1537,1
1253,1380,1
1223,1632,1
1146,1179,1
1138,1381,1
1164,1351,1
1154,1444,1
1176,1626,1
1169,1517,1
1155,1442,1
1225,1339,1
1167,1199,1
1175,1385,1
1274,1427,1
1307,1634,1
1222,1498,1
1087,1159,1
1238,1409,1
1269,1394,1
1182,1332,1
1256,1416,1
1158,1427,1
1253,1541,1
1326,1607,1
1297,1580,1
1217,1370,1
1064,1125,1
1267,1504,1
1255,1132,1
1147,1300,1
1348,1704,1
1123,1226,1
1267,1778,1
1162,1151,1
1087,1343,1
1161,1438,1
1197,1257,1
1185,1111,1
1272,1663,1
1095,1431,1
1206,1489,1
994,1398,1
1160,1524,1
1157,1380,1
1005,1173,1
1262,1463,1
1143,1380,1
1102,1395,1
1131,1386,1
1140,1321,1
1194,1381,1
1239,1311,1
1314,1443,1
1277,1718,1
1229,1411,1
1314,1767,1
1031,1416,1
1295,1487,1
1187,1439,1
1285,1402,1
1132,1423,1
1082,1449,1
1167,1484,1
1265,1585,1
1264,1595,1
1051,1406,1
1284,1690,1
1150,1340,1
1160,1375,1
1234,1525,1
1203,1184,1
1093,1480,1
1237,1400,1
1036,1345,1
1209,1461,1
1069,1273,1
1205,1426,1
1092,1208,1
1188,1256,1
1368,1617,1
1179,1674,1
1064,1383,1
1217,1472,1
1180,1340,1
1286,1826,1
1204,1400,1
1316,1584,1
1341,1816,1
1240,1633,1
1283,1602,1
1127,1313,1
1221,1482,1
1207,1433,1
1153,1584,1
1128,1176,1
1251,1276,1
1261,1331,1
1130,1351,1
1281,1371,1
1006,1172,1
1249,1289,1
1288,1599,1
1301,1689,1
1298,1579,1
1305,1345,1
1265,1694,1
1155,1527,1
1070,1516,1
1133,1414,1
1165,1453,1
1315,1537,1
1205,1410,1
1093,1306,1
1347,1522,1
1081,1078,1
1209,1419,1
1050,1263,1
997,1722,0
914,1418,0
865,1971,0
841,1384,0
914,1453,0
795,1249,0
1005,2036,0
723,1473,0
685,1329,0
858,1742,0
865,1731,0
839,1646,0
1010,2095,0
895,1586,0
885,1568,0
979,1706,0
1110,1868,0
1086,1728,0
813,1210,0
737,1488,0
672,1671,0
504,1497,0
847,1441,0
970,1487,0
1211,1891,0
767,1708,0
964,1527,0
954,2042,0
1037,1511,0
1051,2159,0
880,1665,0
1005,2055,0
1017,1406,0
1108,1997,0
783,1984,0
876,1460,0
1002,1298,0
914,1993,0
965,1457,0
922,1601,0
1089,1770,0
1123,1616,0
1110,1480,0
706,1292,0
875,1261,0
1214,1487,0
1164,1546,0
657,1140,0
894,1573,0
733,1603,0
868,1431,0
1164,2305,0
1112,1812,0
1046,1727,0
982,1987,0
917,2056,0
1235,1747,0
1265,1932,0
974,1702,0
969,1897,0
656,1282,0
631,1472,0
648,1556,0
872,1509,0
1072,1718,0
1060,1534,0
822,1557,0
609,1303,0
1254,1766,0
972,1864,0
813,1518,0
1020,1788,0
1030,1996,0
1027,2025,0
985,1315,0
876,1764,0
637,1049,0
891,1946,0
760,1673,0
794,1872,0
719,1002,0
1005,2158,0
798,1522,0
890,2096,0
916,1836,0
1189,1956,0
775,1898,0
956,2053,0
1095,1651,0
866,1874,0
1040,1861,0
935,1648,0
738,1683,0
947,1568,0
830,1225,0
735,1495,0
979,1386,0
1003,2040,0
925,1419,0
645,1547,0
956,1671,0
701,2199,0
763,1089,0
817,1267,0
761,1203,0
824,1475,0
880,1684,0
830,1902,0
1107,2288,0
1462,2166,0
1178,1736,0
1145,1410,0
1092,2180,0
660,854,0
1096,1636,0
515,1278,0
650,1326,0
1199,1806,0
774,1680,0
1120,1973,0
1202,1970,0
1224,2141,0
981,2019,0
877,1471,0
823,1428,0
910,1512,0
1030,1764,0
950,1494,0
984,1793,0
967,1694,0
863,1526,0
1140,1664,0
886,1659,0
1075,1499,0
912,1620,0
1050,2053,0
813,1491,0
872,1627,0
975,1517,0
739,1429,0
839,1571,0
948,1739,0
742,1589,0
1276,1735,0
829,1546,0
741,1531,0
1238,1837,0
943,1405,0
999,1616,0
952,2024,0
512,1630,0
710,1536,0
1052,1548,0
845,1535,0
1031,1847,0
837,1811,0
776,1780,0
923,1554,0
900,1571,0
976,1794,0
866,1784,0
789,1304,0
1084,1686,0
756,1307,0
1042,1759,0
1163,1854,0
1093,1837,0
660,1631,0
783,1423,0
722,1920,0
958,1427,0
1069,1670,0
855,1455,0
1104,1902,0
798,1640,0
1113,2066,0
1157,1654,0
1204,1882,0
960,1481,0
890,1704,0
826,1623,0
1082,1699,0
757,1470,0
704,1611,0
716,1426,0
949,1525,0
978,1591,0
974,1742,0
907,1710,0
973,1830,0
1108,1588,0
922,1994,0
720,1844,0
820,1824,0
748,1313,0
947,1435,0
1084,1356,0
1210,1748,0
1017,1323,0
1184,1863,0
884,1615,0
967,1575,0
697,1478,0
1182,1882,0
1200,1622,0
943,1993,0
896,1642,0
937,1441,0
1146,1708,0
602,1591,0
958,1728,0
1053,1528,0
946,1417,0
1007,1814,0
1045,1697,0
1131,1755,0
968,1715,0
574,1730,0
1124,1784,0
1031,1807,0
1014,1750,0
1245,2115,0
1279,1586,0
895,1751,0
1051,1569,0
1240,1514,0
916,1440,0
1000,1731,0
1016,1768,0
869,1577,0
999,1945,0
990,1806,0
658,1392,0
1140,1835,0
703,1446,0
1161,1989,0
900,1964,0
691,1401,0
634,1247,0
963,1886,0
1097,1414,0
1132,1848,0
1192,2063,0
1050,2052,0
1214,1807,0
933,1534,0
941,1773,0
1027,1722,0
1331,2243,0
1119,1736,0
1279,2154,0
977,1533,0
542,1756,0
1001,2036,0
1020,1847,0
902,1308,0
791,1569,0
889,1200,0
919,1270,0
1319,1995,0
